RGI_ID,Calibration_Method,MB_Geodetic,Temp_Bias,Prcp_Fac,melt_f,reference_period,Calibration_Success,MB_Model
RGI60-13.37904,scalar,,,,,,True,
RGI60-13.37905,geodetic_temp_bias,153.70000000000002,-4.145867485057533,5.601646632581307,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37906,geodetic_temp_bias,154.6,-4.844470816562907,8.40246994887196,4.7318504152379965,2000-01-01_2020-01-01,True,
RGI60-13.37907,geodetic_temp_bias,-12.4,-4.844470816562907,8.40246994887196,3.4625503420719155,2000-01-01_2020-01-01,True,
RGI60-13.37908,geodetic_temp_bias,-242.7,-4.844470816562907,5.601646632581307,5.076403978077764,2000-01-01_2020-01-01,True,
RGI60-13.37909,geodetic_temp_bias,-42.6,-4.844470816562907,8.40246994887196,2.272753814729561,2000-01-01_2020-01-01,True,
RGI60-13.37910,geodetic_temp_bias,42.8,-3.313628564922095,8.361074248914516,1.8693319764478498,2000-01-01_2020-01-01,True,
RGI60-13.37911,geodetic_temp_bias,83.3,-3.313628564922095,8.361074248914516,1.5027345092072864,2000-01-01_2020-01-01,True,
RGI60-13.37912,geodetic_temp_bias,293.4,-5.069476009842044,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37913,geodetic_temp_bias,212.0,-4.004793103449486,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37914,geodetic_temp_bias,193.5,-3.6653482871858905,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37915,geodetic_temp_bias,265.2,-3.4969300834790524,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37916,geodetic_temp_bias,311.09999999999997,-4.8076154355432505,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37917,geodetic_temp_bias,233.3,-3.313628564922095,5.574049499276345,11.168911263727658,2000-01-01_2020-01-01,True,
RGI60-13.37918,geodetic_temp_bias,83.0,-2.942943853094976,5.574049499276345,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37919,geodetic_temp_bias,148.0,-2.4367699609050253,5.574049499276345,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37920,scalar,,,,,,True,
RGI60-13.37921,geodetic_temp_bias,167.0,-3.313628564922095,6.076853640804861,5.0,2000-01-01_2020-01-01,True,
RGI60-13.37922,geodetic_temp_bias,226.70000000000002,-3.378710762456292,8.361074248914516,1.5,2000-01-01_2020-01-01,True,
RGI60-13.37923,geodetic_temp_bias,-68.5,-2.665946276250571,5.574049499276345,17.0,2000-01-01_2020-01-01,True,
RGI60-13.37924,geodetic_temp_bias,112.4,-3.313628564922095,5.574049499276345,6.176319948601276,2000-01-01_2020-01-01,True,
RGI60-13.37925,geodetic_temp_bias,-179.79999999999998,-3.313628564922095,5.574049499276345,11.741448370668278,2000-01-01_2020-01-01,True,
RGI60-13.37926,geodetic_temp_bias,259.79999999999995,-3.313628564922095,8.361074248914516,2.6857124161656474,2000-01-01_2020-01-01,True,
RGI60-13.37927,geodetic_temp_bias,178.29999999999998,-3.313628564922095,8.361074248914516,3.047173612516401,2000-01-01_2020-01-01,True,
RGI60-13.37928,geodetic_temp_bias,145.7,-3.313628564922095,8.361074248914516,1.5985049691963864,2000-01-01_2020-01-01,True,
RGI60-13.37929,geodetic_temp_bias,209.0,-3.313628564922095,8.361074248914516,3.2408731337263155,2000-01-01_2020-01-01,True,
RGI60-13.37930,geodetic_temp_bias,-14.3,-3.313628564922095,5.574049499276345,7.723976646403478,2000-01-01_2020-01-01,True,
RGI60-13.37931,geodetic_temp_bias,10.9,-3.313628564922095,5.574049499276345,8.275819872129716,2000-01-01_2020-01-01,True,
RGI60-13.37932,geodetic_temp_bias,357.4,-3.313628564922095,6.618226940738423,5.0,2000-01-01_2020-01-01,True,
